,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
17925,52,male,group E,some high school,standard,none,85,68,61
17926,53,male,group D,some college,standard,completed,87,87,82
17927,54,male,group D,bachelor's degree,standard,none,68,69,68
17928,55,female,group E,associate's degree,standard,none,77,82,78
17929,56,female,group C,high school,free/reduced,none,58,75,71
17930,57,male,group B,some college,standard,none,62,47,43
17931,58,male,group B,associate's degree,standard,completed,57,61,57
17932,59,female,group B,some college,standard,none,58,70,69
17933,60,male,group D,some college,standard,completed,85,84,86
17934,61,male,group C,some high school,standard,none,40,44,40
17935,62,female,group B,some high school,standard,none,45,60,53
17936,63,female,group C,some college,free/reduced,completed,79,93,92
17937,64,male,group B,some college,standard,none,60,54,51
17938,65,male,group C,some college,standard,none,61,59,52
17939,66,male,group E,master's degree,free/reduced,none,85,74,65
17940,67,male,group C,some high school,free/reduced,none,62,66,57
17941,68,female,group C,bachelor's degree,free/reduced,none,52,72,68
17942,69,female,group B,some college,standard,none,64,68,61
17943,70,male,group D,some high school,standard,none,61,59,55
17944,71,male,group D,some high school,standard,completed,75,67,68
17945,72,male,group C,bachelor's degree,standard,none,81,74,62
17946,73,female,group D,high school,standard,none,65,74,67
17947,74,male,group C,some college,free/reduced,none,63,56,55
17948,75,female,group C,high school,standard,none,70,83,77
17949,76,female,group B,some high school,standard,none,74,82,76
17950,77,female,group D,some high school,standard,completed,79,90,91
17951,78,female,group C,associate's degree,standard,completed,96,96,96
17952,79,female,group C,high school,free/reduced,completed,56,75,73
17953,80,male,group C,associate's degree,standard,none,93,90,90
17954,81,female,group D,bachelor's degree,free/reduced,none,52,56,57
17955,82,female,group D,some college,standard,completed,68,92,89
17956,83,male,group B,some high school,free/reduced,none,51,51,46
17957,84,male,group D,associate's degree,free/reduced,none,64,55,53
17958,85,male,group C,associate's degree,standard,none,61,62,54
17959,86,female,group B,some college,standard,completed,43,54,59
17960,87,male,group C,bachelor's degree,standard,none,82,75,74
17961,88,female,group E,high school,standard,none,80,85,80
17962,89,female,group A,some college,standard,none,29,49,50
17963,90,male,group C,high school,standard,completed,71,75,70
17964,91,female,group C,bachelor's degree,standard,none,79,82,79
17965,92,male,group D,associate's degree,free/reduced,completed,62,65,70
17966,93,female,group E,some college,standard,completed,79,80,84
17967,94,male,group B,high school,standard,none,49,54,40
17968,95,female,group C,associate's degree,standard,none,75,76,68
17969,96,male,group D,some college,standard,none,58,54,47
17970,97,female,group E,some high school,free/reduced,none,37,41,36
17971,98,female,group E,bachelor's degree,free/reduced,completed,66,81,83
17972,99,female,group B,some high school,standard,none,80,85,91
17973,100,female,group D,master's degree,free/reduced,none,42,54,52
17974,101,female,group E,high school,free/reduced,none,52,60,53
17975,102,female,group C,master's degree,standard,completed,74,78,83
17976,103,male,group C,some high school,free/reduced,completed,60,59,60
17977,104,female,group C,some college,standard,completed,30,44,41
17978,105,female,group D,some college,standard,none,56,66,62
17979,106,female,group A,high school,standard,none,62,75,66
17980,107,male,group B,high school,free/reduced,none,63,55,53
17981,108,female,group C,bachelor's degree,free/reduced,none,55,68,68
17982,109,female,group D,some high school,free/reduced,none,58,65,64
17983,110,male,group C,bachelor's degree,free/reduced,completed,73,68,70
17984,111,female,group B,some college,free/reduced,completed,60,76,77
17985,112,female,group E,high school,free/reduced,none,50,59,48
17986,113,female,group E,associate's degree,standard,completed,69,74,71
17987,114,female,group B,some college,free/reduced,none,46,54,53
17988,115,male,group E,some high school,free/reduced,none,59,67,61
17989,116,male,group E,associate's degree,free/reduced,none,60,60,55
17990,117,male,group B,high school,free/reduced,none,50,53,49
17991,118,male,group B,master's degree,standard,none,89,97,93
17992,119,female,group D,some college,standard,none,41,47,51
17993,120,female,group D,some high school,free/reduced,none,63,67,65
17994,121,male,group C,high school,free/reduced,completed,45,55,46
17995,122,female,group B,associate's degree,standard,completed,44,68,64
17996,123,male,group C,some high school,standard,completed,65,56,57
17997,124,male,group B,some college,standard,completed,78,69,73
17998,125,female,group D,high school,free/reduced,none,43,55,51
17999,126,female,group B,master's degree,free/reduced,completed,69,94,92
18000,127,male,group C,some college,standard,none,81,78,74
18001,128,female,group E,some college,standard,none,50,48,45
18002,129,female,group C,some college,free/reduced,none,41,57,51
18003,130,female,group B,high school,standard,completed,74,82,85
18004,131,male,group E,associate's degree,standard,completed,79,72,70
18005,133,female,group B,some high school,free/reduced,none,66,74,74
18006,134,male,group C,associate's degree,free/reduced,completed,81,80,77
18007,135,male,group B,some college,free/reduced,completed,60,67,63
18008,136,female,group E,some high school,standard,none,59,47,54
18009,137,female,group C,some college,free/reduced,none,44,52,58
18010,138,male,group B,bachelor's degree,standard,none,75,73,70
18011,139,male,group C,some college,free/reduced,completed,70,77,71
18012,140,female,group C,high school,free/reduced,none,53,65,62
18013,141,male,group D,associate's degree,standard,none,83,71,71
18014,142,male,group D,high school,standard,none,87,69,74
18015,143,female,group A,some college,standard,completed,49,60,63
18016,144,female,group C,master's degree,standard,completed,83,94,100
18017,145,male,group A,high school,free/reduced,none,76,65,65
18018,146,male,group B,high school,standard,completed,69,60,66
18019,147,male,group E,high school,standard,none,60,42,45
18020,148,female,group D,high school,standard,none,86,95,91
18021,149,female,group B,high school,standard,none,58,72,65
18022,150,female,group C,some college,standard,completed,69,76,80
18023,151,male,group C,some college,standard,none,79,73,64
18024,152,male,group D,master's degree,free/reduced,completed,74,76,71
18025,153,male,group E,associate's degree,standard,none,93,77,81
18026,154,female,group B,associate's degree,standard,completed,77,74,74
18027,155,female,group E,some college,standard,none,62,60,56
18028,156,male,group D,some college,standard,completed,70,76,78
18029,157,male,group B,some college,free/reduced,none,62,73,66
18030,158,male,group A,some college,standard,completed,79,78,74
18031,159,female,group A,master's degree,free/reduced,completed,76,84,86
18032,160,female,group B,high school,free/reduced,none,52,61,62
18033,161,female,group D,high school,standard,none,57,53,54
18034,162,male,group D,high school,standard,none,74,57,63
18035,163,male,group C,associate's degree,standard,none,80,73,70
18036,164,female,group B,some college,standard,none,60,78,80
18037,165,female,group D,some college,free/reduced,completed,47,57,60
18038,166,female,group C,bachelor's degree,standard,none,57,67,66
18039,167,female,group D,high school,free/reduced,completed,34,48,52
18040,168,male,group D,high school,standard,none,72,61,64
18041,169,male,group B,some college,standard,completed,85,83,83
18042,170,male,group D,some high school,free/reduced,completed,76,78,78
18043,171,female,group C,bachelor's degree,standard,none,68,73,69
18044,172,male,group E,bachelor's degree,free/reduced,none,73,81,79
18045,173,male,group A,high school,standard,none,61,54,52
18046,174,male,group C,some college,free/reduced,none,70,76,65
18047,175,female,group C,some college,standard,none,68,69,65
18048,176,female,group C,bachelor's degree,free/reduced,none,52,68,66
18049,177,female,group D,high school,standard,none,62,74,70
18050,178,female,group D,some high school,free/reduced,none,51,75,74
18051,179,male,group C,some college,free/reduced,completed,61,57,61
18052,180,female,group B,associate's degree,free/reduced,completed,44,66,63
18053,181,female,group D,some college,standard,none,46,66,60
18054,182,male,group C,some high school,standard,none,70,61,57
18055,183,female,group C,high school,standard,completed,56,63,65
18056,184,male,group E,some high school,standard,none,63,57,54
18057,185,female,group A,some college,standard,none,72,72,74
18058,186,male,group D,associate's degree,standard,completed,75,71,78
18059,187,male,group E,bachelor's degree,standard,completed,100,100,98
18060,188,male,group D,some high school,standard,completed,67,67,70
18061,189,female,group C,associate's degree,standard,completed,94,100,100
18062,190,female,group D,some high school,standard,completed,65,78,78
18063,191,female,group D,some college,free/reduced,none,80,90,86
18064,192,female,group B,associate's degree,standard,none,95,93,89
18065,193,female,group B,associate's degree,free/reduced,none,59,65,65
18066,194,female,group C,master's degree,standard,completed,88,100,100
18067,195,female,group B,high school,standard,completed,68,86,81
18068,196,female,group D,high school,standard,completed,77,83,92
18069,197,male,group C,high school,standard,none,69,68,56
18070,198,female,group B,high school,standard,completed,61,78,83
18071,199,female,group B,some college,free/reduced,none,32,49,43
18072,200,female,group C,high school,standard,completed,58,68,67
18073,201,female,group E,some college,standard,completed,91,100,100
18074,202,male,group C,bachelor's degree,free/reduced,none,80,84,80
18075,203,male,group B,some college,free/reduced,none,62,55,57
18076,204,female,group B,some college,standard,none,64,74,72
18077,205,female,group D,some high school,standard,completed,58,59,63
18078,206,female,group D,master's degree,standard,completed,97,100,100
18079,207,female,group D,high school,standard,none,78,81,78
18080,208,male,group C,some college,free/reduced,completed,48,52,51
18081,209,female,group C,high school,free/reduced,none,58,56,61
18082,210,male,group B,master's degree,free/reduced,none,57,56,57
18083,211,male,group B,associate's degree,standard,completed,64,63,63
18084,212,male,group D,bachelor's degree,free/reduced,none,50,47,43
18085,213,female,group B,associate's degree,free/reduced,completed,40,48,47
18086,214,female,group D,some college,standard,none,53,61,60
18087,215,female,group E,associate's degree,free/reduced,none,69,76,76
18088,216,male,group B,high school,standard,none,87,77,70
18089,217,female,group A,some college,standard,none,46,56,51
18090,218,female,group D,master's degree,standard,completed,85,84,92
18091,219,female,group D,master's degree,free/reduced,none,74,90,87
18092,220,female,group C,some high school,standard,completed,62,73,76
18093,221,male,group C,associate's degree,standard,none,63,68,68
18094,222,female,group C,high school,standard,none,66,79,73
18095,223,male,group C,some high school,standard,completed,74,63,61
18096,225,female,group D,associate's degree,free/reduced,none,46,61,57
18097,226,female,group A,some high school,standard,none,73,83,75
18098,227,female,group C,high school,free/reduced,none,65,79,74
18099,228,male,group C,some high school,standard,none,72,74,60
18100,229,male,group C,master's degree,standard,none,72,79,70
18101,230,male,group E,bachelor's degree,free/reduced,none,67,65,63
18102,231,male,group D,associate's degree,standard,completed,60,48,54
18103,232,female,group D,bachelor's degree,standard,completed,77,81,79
18104,233,male,group C,bachelor's degree,standard,completed,98,92,89
18105,234,female,group C,bachelor's degree,standard,none,64,72,77
18106,235,male,group C,some college,standard,none,53,39,42
18107,236,female,group C,some college,free/reduced,none,63,85,85
18108,237,male,group C,bachelor's degree,standard,completed,93,85,87
18109,238,male,group E,some high school,standard,none,67,48,45
18110,239,male,group C,high school,free/reduced,completed,61,54,52
18111,240,female,group E,master's degree,standard,completed,97,100,100
18112,241,male,group C,associate's degree,standard,none,77,70,71
18113,242,female,group B,bachelor's degree,standard,none,62,73,70
18114,243,female,group D,some high school,standard,none,59,67,68
18115,244,male,group B,some high school,standard,none,64,56,50
18116,245,female,group E,some high school,standard,completed,48,56,58
18117,246,male,group E,some high school,standard,none,88,72,73
18118,247,female,group D,some college,standard,none,55,62,64
18119,248,male,group D,bachelor's degree,free/reduced,none,61,63,64
18120,249,female,group D,some high school,standard,completed,79,84,85
18121,250,male,group E,master's degree,free/reduced,completed,83,71,71
18122,251,female,group D,some college,free/reduced,none,54,66,67
18123,252,male,group C,some high school,standard,completed,78,86,79
18124,253,female,group D,master's degree,standard,completed,83,88,97
18125,254,female,group D,some college,standard,completed,66,69,76
18126,255,male,group C,high school,standard,none,65,58,57
18127,256,male,group C,bachelor's degree,free/reduced,none,76,65,67
18128,257,male,group B,associate's degree,standard,completed,58,56,57
18129,258,female,group E,some college,standard,none,55,58,59
18130,259,male,group C,some college,standard,none,64,60,58
18131,260,male,group B,some high school,free/reduced,none,58,50,43
18132,261,male,group B,associate's degree,free/reduced,none,66,71,68
18133,262,female,group E,high school,standard,completed,74,90,87
18134,263,female,group B,bachelor's degree,free/reduced,completed,82,94,95
18135,264,male,group C,some college,standard,none,67,56,57
18136,265,male,group D,master's degree,standard,none,70,74,68
18137,266,female,group B,high school,free/reduced,completed,41,57,59
18138,267,female,group C,high school,standard,none,44,59,53
18139,268,male,group A,master's degree,standard,none,67,66,63
18140,269,female,group B,associate's degree,free/reduced,completed,69,90,90
18141,270,female,group C,master's degree,free/reduced,none,51,62,62
18142,271,male,group C,some high school,free/reduced,none,66,74,69
18143,272,male,group D,some high school,standard,completed,74,77,77
18144,273,male,group B,associate's degree,standard,none,57,52,46
18145,274,female,group D,master's degree,standard,none,91,100,100
18146,275,female,group C,high school,standard,none,67,82,77
18147,276,male,group B,bachelor's degree,standard,completed,73,66,68
18148,277,male,group D,some college,standard,completed,75,66,69
18149,278,female,group D,high school,standard,none,74,75,73
18150,279,male,group D,high school,free/reduced,none,47,48,50
18151,280,female,group B,master's degree,free/reduced,none,67,70,71
18152,281,female,group C,high school,standard,none,52,56,57
18153,282,female,group B,bachelor's degree,standard,completed,81,93,94
18154,283,male,group D,associate's degree,standard,none,82,74,80
18155,284,female,group D,some high school,standard,none,44,50,54
18156,285,female,group B,some college,free/reduced,none,62,77,70
18157,286,male,group B,some college,free/reduced,none,35,36,28
18158,287,female,group A,associate's degree,standard,none,86,90,91
18159,288,male,group C,associate's degree,free/reduced,none,57,54,51
18160,289,male,group D,bachelor's degree,standard,none,75,77,71
18161,290,female,group C,some high school,free/reduced,none,57,61,65
18162,291,male,group B,some college,free/reduced,completed,38,40,42
18163,292,male,group D,associate's degree,free/reduced,completed,73,73,75
18164,293,female,group C,some high school,free/reduced,completed,48,53,57
18165,294,female,group D,associate's degree,standard,none,72,76,73
18166,295,female,group D,some college,standard,completed,57,62,68
18167,296,male,group D,some high school,standard,none,81,72,64
18168,297,male,group A,some high school,standard,none,80,78,76
18169,298,female,group C,some high school,standard,none,68,67,70
18170,299,male,group D,some college,standard,none,84,72,74
18171,300,male,group C,associate's degree,standard,completed,71,64,67
18172,301,male,group B,high school,standard,completed,67,75,66
18173,302,male,group C,bachelor's degree,standard,completed,65,65,67
18174,303,female,group E,associate's degree,free/reduced,none,66,62,61
18175,304,female,group D,some high school,standard,completed,68,85,89
18176,305,male,group B,bachelor's degree,free/reduced,none,63,78,72
18177,306,female,group B,some high school,free/reduced,completed,62,84,87
18178,307,male,group D,some high school,standard,none,56,51,42
18179,308,female,group C,bachelor's degree,standard,completed,63,69,68
18180,309,male,group D,bachelor's degree,standard,completed,78,72,82
18181,310,male,group A,some high school,free/reduced,none,50,45,44
18182,311,female,group C,some college,standard,completed,75,91,86
18183,312,male,group C,master's degree,free/reduced,none,49,46,51
18184,313,female,group E,master's degree,standard,completed,82,90,85
18185,314,female,group D,associate's degree,standard,completed,81,93,86
18186,315,male,group B,some high school,standard,completed,69,64,64
18187,316,male,group E,high school,standard,none,95,92,85
18188,317,male,group E,high school,standard,none,81,58,61
18189,318,female,group B,bachelor's degree,free/reduced,none,57,69,68
18190,319,female,group C,some high school,free/reduced,completed,48,66,60
18191,320,male,group C,high school,standard,completed,74,71,71
18192,321,male,group E,some high school,free/reduced,none,59,56,44
18193,322,female,group D,some high school,standard,none,81,81,79
18194,323,female,group C,high school,standard,completed,71,82,85
18195,324,female,group D,some high school,standard,completed,78,100,100
18196,325,female,group A,some high school,standard,none,67,75,72
18197,326,male,group C,bachelor's degree,standard,completed,75,76,77
18198,327,female,group E,associate's degree,standard,completed,86,95,100
18199,328,female,group B,some college,standard,completed,77,81,83
18200,329,female,group D,associate's degree,free/reduced,none,64,81,80
18201,330,female,group C,some college,standard,completed,72,74,84
18202,331,male,group C,some college,free/reduced,none,71,71,69
18203,332,male,group B,high school,free/reduced,completed,34,24,28
18204,334,male,group D,high school,standard,none,55,44,47
18205,335,male,group E,some high school,standard,none,60,57,56
18206,336,male,group B,bachelor's degree,standard,none,69,56,51
18207,337,male,group C,associate's degree,standard,completed,83,82,70
18208,338,female,group C,associate's degree,standard,none,51,65,58
18209,339,male,group C,some high school,standard,none,50,56,53
18210,340,female,group D,some high school,free/reduced,none,70,78,81
18211,341,female,group A,associate's degree,free/reduced,completed,76,94,94
18212,342,female,group D,some college,standard,none,89,86,93
18213,343,female,group C,some high school,free/reduced,completed,48,54,61
18214,344,male,group C,some college,standard,completed,69,56,57
18215,345,female,group D,high school,standard,none,64,74,74
18216,346,female,group B,bachelor's degree,standard,completed,60,64,65
18217,347,male,group C,some high school,free/reduced,completed,83,80,78
18218,348,male,group D,some college,standard,completed,71,64,67
18219,349,female,group E,some high school,free/reduced,completed,55,55,59
18220,350,female,group D,high school,standard,none,55,64,59
18221,351,female,group D,master's degree,free/reduced,none,63,79,78
18222,352,male,group D,high school,standard,none,66,62,57
18223,353,female,group B,some college,free/reduced,none,68,79,82
18224,354,male,group C,associate's degree,free/reduced,none,46,53,48
18225,355,male,group D,some high school,standard,none,70,68,60
18226,356,male,group A,some college,standard,none,82,78,74
18227,357,male,group E,high school,free/reduced,completed,90,79,80
18228,358,female,group D,bachelor's degree,standard,completed,90,100,100
18229,359,female,group D,bachelor's degree,standard,none,77,85,82
18230,360,female,group B,associate's degree,free/reduced,none,71,85,80
18231,361,male,group C,associate's degree,standard,completed,58,49,53
18232,362,male,group A,associate's degree,standard,none,61,69,62
18233,363,male,group C,some high school,standard,completed,68,73,63
18234,364,female,group C,some high school,free/reduced,none,34,48,44
18235,365,male,group C,high school,free/reduced,completed,62,69,64
18236,366,male,group C,associate's degree,standard,none,83,74,71
18237,367,female,group C,some college,standard,completed,68,89,93
18238,368,male,group C,high school,standard,none,64,65,63
18239,369,male,group C,master's degree,free/reduced,none,88,82,83
18240,370,male,group C,some college,standard,none,55,48,46
18241,371,male,group B,some college,standard,none,59,57,55
18242,372,male,group C,some college,free/reduced,none,76,75,75
18243,373,male,group C,high school,standard,none,76,80,75
18244,374,male,group C,associate's degree,free/reduced,none,73,65,60
18245,375,female,group B,master's degree,standard,none,40,60,52
18246,376,male,group C,some college,free/reduced,completed,52,61,59
18247,377,male,group C,high school,standard,none,83,72,64
18248,378,female,group C,some college,free/reduced,none,53,70,64
18249,379,female,group D,some college,standard,none,39,49,48
18250,380,female,group C,high school,standard,none,60,72,77
18251,381,female,group C,bachelor's degree,free/reduced,none,76,91,91
18252,382,male,group C,associate's degree,standard,completed,60,54,58
18253,383,female,group C,high school,standard,completed,73,94,92
18254,384,male,group E,some high school,standard,completed,89,81,77
18255,385,male,group E,associate's degree,standard,none,87,88,81
18256,386,female,group C,associate's degree,free/reduced,none,60,74,73
18257,387,male,group B,some college,standard,none,42,39,38
18258,388,male,group E,some college,free/reduced,none,86,80,81
18259,389,male,group B,some high school,standard,completed,75,64,64
18260,390,male,group D,associate's degree,free/reduced,none,70,59,60
18261,391,male,group D,some high school,free/reduced,none,46,41,39
18262,392,female,group D,some high school,standard,none,58,55,56
18263,393,male,group C,high school,standard,none,64,54,50
18264,394,female,group C,some college,free/reduced,completed,58,86,83
18265,395,male,group C,associate's degree,standard,none,69,61,51
18266,396,female,group D,some college,standard,none,60,80,78
18267,398,female,group D,associate's degree,free/reduced,none,38,44,49
18268,399,female,group C,some college,standard,completed,58,65,69
18269,400,female,group C,some high school,free/reduced,none,52,55,55
18270,401,female,group C,associate's degree,standard,none,73,87,89
18271,402,male,group B,bachelor's degree,free/reduced,completed,76,96,92
18272,403,male,group C,associate's degree,free/reduced,none,52,42,40
18273,404,female,group C,associate's degree,standard,none,70,87,81
18274,405,female,group D,bachelor's degree,standard,none,81,84,92
18275,406,female,group C,associate's degree,standard,none,71,89,90
18276,407,female,group C,associate's degree,free/reduced,completed,47,71,69
18277,408,male,group E,associate's degree,free/reduced,none,95,92,89
18278,409,female,group E,some high school,standard,none,72,77,74
18279,410,male,group D,high school,standard,none,85,70,73
18280,411,female,group B,high school,standard,none,58,71,67
18281,412,male,group C,some college,standard,none,66,60,59
18282,413,female,group C,high school,standard,none,41,50,51
18283,414,male,group C,associate's degree,standard,none,39,31,28
18284,415,male,group C,high school,free/reduced,completed,79,90,82
18285,416,female,group D,associate's degree,free/reduced,none,65,71,69
18286,417,female,group E,bachelor's degree,free/reduced,none,49,56,59
18287,418,male,group C,some college,free/reduced,completed,53,47,52
18288,419,male,group D,bachelor's degree,standard,none,71,70,69
18289,420,female,group D,high school,standard,none,85,97,94
18290,421,male,group E,some high school,standard,completed,56,57,55
18291,422,male,group D,some college,free/reduced,none,51,56,54
18292,423,female,group B,associate's degree,standard,none,82,86,89
18293,424,male,group B,some high school,standard,none,58,63,60
18294,425,male,group C,some high school,standard,none,77,75,70
18295,426,male,group C,high school,standard,completed,82,85,77
18296,427,male,group C,master's degree,standard,none,73,70,60
18297,428,female,group B,master's degree,standard,completed,86,100,100
18298,429,male,group D,high school,standard,none,89,86,77
18299,430,female,group E,high school,standard,completed,82,79,88
18300,431,female,group D,some high school,standard,none,53,66,64
18301,432,male,group D,high school,free/reduced,none,32,43,41
18302,433,female,group D,high school,standard,none,64,72,78
18303,434,female,group C,some high school,standard,completed,63,71,72
18304,435,male,group A,some college,standard,none,74,68,64
18305,436,male,group B,some college,free/reduced,none,76,65,71
18306,437,female,group A,some high school,standard,none,55,61,61
18307,438,male,group B,master's degree,free/reduced,completed,63,61,62
18308,439,male,group A,some high school,standard,none,72,63,57
18309,440,male,group C,some college,standard,none,68,72,70
18310,441,male,group D,associate's degree,standard,none,59,45,52
18311,442,male,group E,some college,standard,none,56,52,47
18312,443,male,group C,bachelor's degree,free/reduced,none,71,72,69
18313,444,female,group C,some high school,standard,none,70,63,63
18314,445,female,group B,some high school,free/reduced,none,48,65,56
18315,446,male,group C,some high school,standard,completed,68,64,66
18316,447,female,group B,bachelor's degree,standard,none,72,70,75
18317,448,female,group B,some high school,free/reduced,none,32,43,40
18318,449,male,group B,some high school,free/reduced,none,33,42,34
18319,450,female,group C,some high school,standard,completed,43,59,56
18320,451,female,group C,high school,free/reduced,none,51,57,57
18321,452,female,group B,some high school,standard,none,77,94,87
18322,453,female,group B,some college,standard,none,49,69,68
18323,454,female,group C,some college,standard,completed,77,85,85
18324,455,male,group D,some high school,standard,none,93,85,81
18325,456,female,group B,high school,standard,completed,77,94,90
18326,457,male,group B,bachelor's degree,standard,none,91,76,75
18327,458,female,group C,some college,standard,completed,81,86,85
18328,459,female,group B,high school,free/reduced,completed,61,82,72
18329,460,female,group D,some high school,standard,none,72,73,75
18330,461,female,group C,associate's degree,free/reduced,completed,79,89,90
18331,462,female,group B,some high school,standard,completed,68,73,83
18332,463,male,group B,some college,standard,completed,47,50,44
18333,464,male,group D,associate's degree,free/reduced,completed,68,58,67
18334,465,female,group B,associate's degree,standard,none,73,81,80
18335,466,female,group A,some high school,free/reduced,completed,32,46,46
18336,467,male,group E,some college,standard,none,86,80,78
18337,468,female,group A,associate's degree,free/reduced,none,51,60,52
18338,469,female,group E,some high school,standard,none,73,79,78
18339,470,female,group C,some college,free/reduced,completed,39,52,57
18340,471,female,group D,associate's degree,standard,none,91,97,98
18341,472,female,group D,high school,standard,completed,69,67,77
18342,473,female,group C,some college,free/reduced,none,51,75,68
18343,474,female,group C,some high school,free/reduced,completed,57,73,75
18344,475,female,group E,high school,free/reduced,none,60,82,77
18345,476,male,group C,some high school,standard,completed,73,60,65
18346,477,female,group C,some high school,standard,completed,49,54,56
18347,478,female,group C,some college,standard,completed,84,100,99
18348,479,female,group A,master's degree,standard,none,62,71,66
18349,480,male,group C,some high school,free/reduced,none,45,54,48
18350,481,male,group B,some college,free/reduced,none,55,65,60
18351,482,male,group D,master's degree,free/reduced,none,47,52,46
18352,483,female,group B,some high school,standard,none,49,55,62
18353,484,female,group B,high school,standard,none,62,72,72
18354,485,female,group C,associate's degree,standard,none,78,81,79
18355,486,male,group D,some high school,free/reduced,none,65,84,70
18356,487,female,group A,high school,free/reduced,completed,47,59,57
18357,488,male,group A,high school,standard,completed,91,82,85
18358,489,female,group C,some college,free/reduced,completed,58,62,72
18359,490,male,group D,master's degree,standard,none,83,86,80
18360,491,male,group E,some college,free/reduced,none,66,66,57
18361,492,female,group B,high school,standard,completed,60,74,71
18362,493,female,group C,some college,standard,none,58,67,68
18363,494,female,group D,high school,standard,none,41,50,55
18364,495,male,group C,master's degree,standard,none,90,88,86
18365,496,female,group B,some college,standard,none,70,69,63
18366,497,female,group C,some high school,free/reduced,none,49,51,47
18367,498,male,group E,some college,free/reduced,none,90,81,77
18368,499,male,group A,some college,free/reduced,completed,71,66,67
18369,500,male,group C,some college,standard,none,70,64,62
18370,501,female,group E,high school,standard,completed,84,86,88
18371,502,female,group D,master's degree,free/reduced,completed,49,55,54
18372,503,male,group C,some high school,standard,none,61,61,49
18373,504,female,group B,master's degree,standard,completed,81,85,85
18374,505,male,group C,some high school,free/reduced,none,28,17,17
18375,506,female,group D,high school,standard,none,83,90,86
18376,507,male,group B,associate's degree,free/reduced,none,58,57,53
18377,508,female,group D,some high school,standard,none,54,66,59
18378,509,male,group C,high school,free/reduced,none,42,44,35
18379,510,female,group E,some high school,standard,none,87,83,83
18380,511,male,group C,associate's degree,free/reduced,none,69,72,62
18381,512,female,group D,high school,free/reduced,completed,71,83,84
18382,513,female,group D,some college,standard,none,62,79,76
18383,514,male,group E,some college,standard,none,64,55,54
18384,515,male,group B,associate's degree,standard,completed,97,96,100
18385,516,male,group C,some college,standard,none,93,86,77
18386,517,female,group E,some high school,free/reduced,none,77,81,81
18387,518,female,group D,some high school,standard,none,78,70,72
18388,519,male,group D,associate's degree,standard,none,89,78,77
18389,520,male,group C,some college,free/reduced,completed,54,51,51
18390,521,female,group D,some college,free/reduced,completed,62,79,78
18391,522,male,group B,high school,standard,none,56,43,40
18392,523,male,group C,bachelor's degree,free/reduced,none,77,69,74
18393,524,female,group E,some college,standard,completed,77,83,90
18394,525,male,group C,master's degree,standard,none,79,79,76
18395,526,female,group B,associate's degree,standard,completed,62,74,79
18396,527,female,group B,some college,standard,none,68,71,80
18397,528,female,group D,associate's degree,standard,none,93,100,99
18398,529,male,group C,some college,free/reduced,none,46,48,48
18399,530,male,group C,some high school,standard,none,71,69,62
18400,532,male,group C,associate's degree,free/reduced,none,58,55,58
18401,533,male,group C,associate's degree,standard,none,81,84,78
18402,534,male,group B,master's degree,free/reduced,none,57,53,54
18403,535,male,group D,some college,standard,none,88,80,78
18404,536,male,group E,some college,standard,completed,85,77,76
18405,537,male,group C,some college,standard,none,71,72,67
18406,538,male,group C,some college,free/reduced,none,57,57,53
18407,539,female,group B,some high school,standard,none,83,82,80
18408,540,female,group C,bachelor's degree,standard,none,57,68,64
18409,541,male,group C,some college,standard,none,75,72,71
18410,542,female,group C,high school,standard,none,80,85,84
18411,543,male,group C,high school,standard,none,63,62,61
18412,544,female,group B,some high school,free/reduced,none,44,57,54
18413,545,male,group D,some high school,standard,none,96,76,78
18414,546,female,group D,associate's degree,free/reduced,none,75,71,81
18415,547,female,group C,associate's degree,free/reduced,completed,70,83,86
18416,548,female,group C,high school,standard,completed,61,69,69
18417,549,male,group A,high school,free/reduced,completed,55,48,53
18418,550,female,group D,some college,free/reduced,completed,78,92,100
18419,551,female,group C,some high school,standard,completed,62,71,71
18420,552,male,group D,some college,free/reduced,none,79,75,74
18421,553,female,group D,some college,standard,none,68,86,83
18422,554,female,group E,bachelor's degree,standard,completed,66,75,75
18423,555,female,group B,some college,standard,none,54,56,57
18424,556,male,group B,some high school,standard,none,68,58,57
18425,557,male,group C,some college,standard,none,66,68,64
18426,558,male,group C,some college,free/reduced,none,53,62,57
18427,559,female,group C,high school,free/reduced,completed,73,85,83
18428,560,female,group B,some college,free/reduced,completed,54,79,77
18429,561,female,group B,some college,standard,none,76,87,80
18430,562,male,group A,high school,free/reduced,none,73,74,75
18431,563,male,group B,associate's degree,standard,none,67,78,76
18432,564,male,group B,associate's degree,standard,none,68,64,66
18433,565,male,group C,some college,standard,none,74,61,61
18434,566,female,group A,high school,free/reduced,none,56,63,60
18435,567,female,group D,master's degree,free/reduced,none,76,88,85
18436,568,female,group B,some college,free/reduced,none,54,72,65
18437,569,female,group D,high school,standard,none,59,66,62
18438,570,male,group D,high school,standard,completed,55,46,48
18439,571,female,group C,associate's degree,standard,completed,70,82,88
18440,572,female,group C,some high school,free/reduced,none,55,78,72
18441,573,female,group D,high school,standard,none,74,83,81
18442,574,male,group C,high school,standard,completed,84,81,83
18443,575,female,group C,associate's degree,free/reduced,completed,60,64,71
18444,576,male,group D,some high school,standard,completed,79,64,68
